id;transcription;collection;period;publication_type;publication_year;publication_month;publication_day;publication_name;publication_country;publication_region;publication_place;publication_volume;publication_number;publication_pages;publication_reviewer;archive_name;archive_url;accessed;transcribed;comments
4;"The gift of writing fairy tales is rare, and Mr. Oscar Wilde shows that he possesses it in a rare degree. The Happy Prince, and other Stories, are full of charming fancies and quaint humour. Though with a distinct character of their own, they are not unworthy to compare with Hans Andersen, and it is not easy to give higher praise than this. There is a piquant touch of contemporary satire which differentiates Mr. Wilde from the teller of pure fairy tales; but it is so delicately introduced that the illusion is not destroyed and a child would delight in the tales without being worried or troubled by their application, while children of larger growth will enjoy them and profit by them. The illustrations are charming.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;9;1;The Athenaeum;United Kingdom;England;;;3175;286;;Google Books;https://www.google.es/books/edition/The_Athenaeum/IWhIAAAAYAAJ?hl=en&gbpv=1&dq=The+gifts+of+writing+fairy+tales+is+rare,+and+Mr.+Oscar+Wilde+shows+athenaeum&pg=PA286&printsec=frontcover;2021-03-29;2025-01-17;
1;"There is a glut of description and epithet in Mr. Oscar Wilde's book of fairy tales which leaves the reader with a strong sense of having fed on lucent syrup tinct with cinnamon, and baring bad too much of it. No language can compare with it except Ouida's when she is giving an inventory of the properties environing one of her heroines. Few basal ideas in fairy stories can bear this treatment; certainly not Mr. Wilde's. To make matters worse, ho has chosen to relate them in 4 style paraphrasing Scripture, which gives to the whole the air of complexity aping simplicity without success. The weird decorations sown with studied carelessness among the margins heighten this effect, as do also the medieval illustrations and the Grosvenor-Gallery covers Mr. Wilde seems, on the whole, to have taken bis stories something over-solemnly. In a less ostentatious se ting [sic], certain really poetic ideas found floating about in the volume would have gone further towards redeeming the inconsequent and spasmodic construction. The descriptions, in the opening story, of the weaving of the King's robe 'on the loom of Sorrow and by the white hands of Pain', 'the blood in the heart of the Raby, and Death in the heart of be Pearl', have shuddering force, and are among the few things in the book that leave an afterglow in the mind.";A House of Pomegranates;1;Contemporary review (original);1892;6;16;The Nation;United States of America;;;54;1407;451–452;;Google Books;https://www.google.es/books/edition/The_Nation/LYzlAAAAMAAJ?hl=en&gbpv=1&dq=%22There%20is%20a%20glut%20of%20description%20and%20epithet%20in%20Mr.%20Oscar%20Wilde's%20book%20of%20fairy%20tales%22&pg=PA452&printsec=frontcover;2020-02-02;2020-02-02;
83;"We fear that Mr. Oscar Wilde's enemies (supposing him to be capable of possessing any) must have seen in this handsome book a deliberate provocation to the bourgeois au front glabre. Amid the pomegranates and other trimmings on the cover, there is a back view of a peacock which looks for all the world like that of an elderly spinster with her hands behind her back, and her profile turned towards the beholder. Mr. Shannon and Mr. Ricketts have sprinkled the pages with devices rare and strange in the latest and straitest school of Neo-Preraphaelitism, and the chief illustrations in the book are of a most absolute fancy. Mr. Wilde has, we observe, protested in the public press against the judgment that they are invisible, and, strictly speaking, they are not. But being printed in very faint grisaille on very deeply cream-tinted plate paper, they put on about as much invisibility as is possible to things visible, and as they are arranged, neither facing letterpress nor with the usual tissue guard, but with a blank sheet of paper of the same tint and substance opposite them, a hasty person might really open the leaves and wonder which side the illustration was. Nevertheless, we rather like them, for when you can see them, they are by no means uncomely, and they suit their text---a compliment which we are frequently unable to pay to much more commonplace instances of the art of book illustration. 
 In the case of the text, also, hasty judgment is likely to be unduly harsh judgment. The pomegranates that compose the house---the grains that make up the pomegranate would have been a better metaphor---are four in number, and are all tales of the Märchen order, though one is something even more of a fabliau than of a Märchen. This is called 'The Birthday of the Infanta', and tells, to put it very shortly, how a certain little Spanish princess had an ugly dwarf who loved her, and died of a broken heart when he found out, not only how ugly he himself was, but how his beloved mistress thought of him as nothing but a fantastic toy. 'Tis an ower true tale. But we are not sure that Mr. Wilde's manner of telling it is quite the right one. The first and the last of the four, 'The Young King', and 'The Star Child', are pretty enough moralities; the first of halfmediaeval, half-modern Socialist strain. The other tells how a child was cured of cruelty, partly by some metaphysical aid, partly (we do not know whether Mr. Wilde intended to draw this part of the moral, but he has) by sound beatings and a not excessive allowance of bread and water. 
 
 But the third piece, 'The Fisherman and his Soul', is much longer, as long, indeed, as any two of them, and to our fancy a good deal better. It tells how a fisherman fell in love with a mermaid, and, to gain her, consented to part with, but not in the ordinary fashion to sell, his soul; how after a time he grew weary of his happiness, went to look after his soul, and found her, divorced as she was from his or any heart, a rather unpleasant, not to say immoral, companion; how he in vain endeavoured to return once more to his mermaid and only found her dead, when he and she and the soul were reunited once for all; and how, when the dead bodies of the pair were found and buried in unhallowed ground, there came a miracle converting to charity the heart of the parish priest who had cast them out. The separate ingredients of the piece are, of course, not very novel; but, to tell the truth, the separate ingredients of a story of this kind hardly can be, and Mr. Wilde has put them together with considerable skill, and communicated to the whole an agreeable character. The little mermaid is very nice, both when she is caught literally napping, and when she sings, and when she explains the necessity of her lover parting with his soul if he will have her. Also the young witch (to whom, when the parish priest has, not unnaturally, declined to unsoul him, the fisherman goes) is pleasing. She had red hair, and in gold tissue embroidered with peacock's eyes and a little green velvet cap she must have looked very well. The Sabbath, too, is good (there are too few Sabbaths in English), though the gentlemanly Satan is not new. Good, too, is the business-like manner in which the fisherman separates his soul from him by a device not impossibly suggested by one Adelbert von Chamisso, a person of ability. The adventures of the discarded and heartless soul are of merit, and it is a very good touch to make the fisherman's final, and hardly conscious, desertion of his mermaid-love turn on nothing more than a sudden fancy to dance, and the remembrance that she had no feet and could not dance with him. It is particularly satisfactory to learn that the mermaid's tail was of pearl-and-silver. There has been an impression in many circles that mermaids' tails are green, and we have always thought that it would be unpleasant to embrace a person with a green tail. But pearl-and-silver is quite different.";A House of Pomegranates;1;Contemporary review (reprint);1892;2;6;The Saturday Review;United Kingdom;England;london;LXXIII;1893;160;;Google Books;https://www.google.es/books/edition/The_Saturday_Review_of_Politics_Literatu/hui1i0EY1bYC?hl=en&gbpv=1&pg=PA160&printsec=frontcover;2022-02-02;2025-01-21;
7;We do not like the outside of the cover of Mr Oscar Wilde's House of Pomegranates (Osgood) [sic]. The Indian club with a house-painter's brush on the top which passes muster for a peacock, and the chimney-pot hat with a sponge in it, which is meant to represent a basket containing a pomegranate, or a fountain, or something of that kind, are grotesque, but not ideally so. The inside of the cover, however, with its olive sheaves of corn falling apart, its fluttering quails, and crawling snails, delights the eye. So do the pictures and the type and the paper. Mr Ricketts has learned the art of drawing dreams and visions, and Mr Shannon can make decorative designs full of charming detail. We can well believe that the book is as delightful as it looks.;A House of Pomegranates;1;Contemporary review (original);1891;11;28;The Speaker: A Review of Politics, Letters, Science and the Arts;United Kingdom;England;;IV;;648;;Google Books;https://www.google.es/books/edition/The_Speaker/fohNAAAAYAAJ?hl=en&gbpv=1&dq=%22We+do+not+like+the+outside+of+the+cover+of+Mr+Oscar+Wilde%27s+House+of+Pomegranates%22&pg=PA648&printsec=frontcover;2021-04-07;2025-01-17;
82;"The first of Mr. Oscar Wilde's allegories or parables, or whatever he may call them, is admirable. A young king, who is a passionate lover of the beautiful, dreams on the eve of his coronation sundry dreams in which he sees how the splendors on which his heart is set are won by the sufferings and death of thousands of unknown toilers. So struck is he by these visions, that he will have none of the glories with which it is intended to adorn him for his coronation. He goes to the church with a rude cloak of sheepskin and a leathern tunic, and a wreath of wild briar round his head; but the sunlight streaming through the painted window envelops him with such a splendor that none can refuse to honor him. The 'Birthday of the Infanta' shows the pathos of a loving soul lodged in a deformed body. As to 'The Fisherman and his Soul', we cannot exactly see the scope of it. The fisherman gets rid of his soul in order to win the love of a mermaid, and the soul sent out without a heart commits all kinds of atrocities. That is a fine idea; but the purport of the whole eludes us. Mr. Wilde writes, as usual, in a highly ornate style, often beautiful, but somewhat fatiguing.";A House of Pomegranates;1;Contemporary review (reprint);1892;3;19;The Spectator;United Kingdom;England;london;67;3325;408;;Google Books;https://www.google.es/books/edition/The_Spectator/5iFDAQAAMAAJ?hl=en&gbpv=1&dq=%22The%20first%20of%20Mr.%20Oscar%20Wilde's%20allegories%20or%20parables%2C%20or%20whatever%20he%20may%20call%20them%2C%20is%20admirable.%22&pg=PA408&printsec=frontcover;2022-02-02;2025-01-21;
17;"This is a clever book by a clever man, who has not yet altogether done justice to himself. Mr. Wilde can scarcely have intended these five tales, which (notably the first) are illustrated by Mr. Walter Crane and Mr. Jacomb Hood in a style which may be described as impressionism tempered by elegance, for boys and girls. Their note is melancholy, and a subtle sarcasm pervades them which will puzzle young readers. Take, as a specimen of this sarcasm, these two sentences from the first page of the first and best of the stories, ""The Happy Prince :’— He [the statue of the Prince] was very much admired indeed. ‘He is as beautiful as a weathercock,’ remarked one of the Town Councillors, who wished to gain a reputation for having artistic tastes; ‘only not quite so useful,’ he added, fearing lest people should think him unpractical, which he really was not.” Mr. Wilde’s sarcasm occasionally seems akin to cynicism, as in "" The Nightingale and the Rose,” which is a story of self-sacrifice wasted. The teaching conveyed in most of the tales, particularly in ""The Happy Prince,” ""The Selfish Giant,” and ""The Re- markable Rocket,” is essentially sound, being to the effect that unselfishness is moral beauty, and that vain display is moral ugliness. In the literature of fable, there has probably appeared nothing so pathetic as the story of the little swallow which is included in that of ""The Happy Prince.” The public will look forward with much interest to Mr. Oscar Wilde’s giving them a second instalment [sic] of his dainty wisdom.";The Happy Prince and Other Tales;1;Contemporary review (original);1889;3;2;The Spectator;United Kingdom;England;london;62;3166;309;;Google Books;https://www.google.es/books/edition/The_Spectator/sLU-AQAAIAAJ?hl=en&gbpv=1&dq=%22The+Happy+Prince+and+Other+Tales%22&pg=RA1-PA309&printsec=frontcover;2025-01-20;2025-01-20;
87;"...
 Thackeray and Kingsley both tried their hands at what, for the sake of a better and more comprehensive word, we call fairy-tales. The ' Rose and the Ring', and the 'Waterbabies', have become 'classics of the nursery ' and schoolroom, and for many years there have been floods of translations from Russian, Scandinavian, and Eastern sources, to say nothing of originals like 'Alice in Wonderland', or Lord Brabourne's and Mr. Andrew Lang's *märchen*. Mrs. Molesworth's Four-Winds Farm is a delightful book, and Mr. Oscar Wilde has written some very imaginative stories, perhaps more ethical in their suggestive meaning than we might have expected from a cynical dramatist. His House of Pomegranates is in some ways akin to Dr. George Macdonald's collection, but is more mystical and less purely fanciful. It is sumptuously decorated and illustrated by Mr. C. Ricketts and Mr. Charles Shannon, and in the descriptive passages by which the author seeks to emulate in words the patient skill of the medieval illuminator, we recognise the hand of a leader of the modern esthetic school. The following from 'The Young King' is a good specimen of Mr. Wilde's decorative word-painting:
 
 >'The walls were hung with rich tapestries, representing the Triumph of Beauty. A large press, inlaid with agate and Lapislazuli, filled one corner, and facing the window stood a curiously wrought cabinet with lacquer panels of powdered and mosaiced gold, on which were placed some delicate goblets of Venetian glass anda cup of dark-veined onyx. Pale poppies were broidered on the silk coverlet of the bed, as though they had fallen from the tired hands of sleep, and tall reeds of fluted ivory bare up the velvet canopy, from which great tufts of ostrich plumes sprang, like white foam, to the pallid silver of the fretted ceiling. A laughing Narcissus, in green bronze, held a polished mirror above its head. On the table stood a flat bowl of amethyst'. 
 
 Such passages after a while pall on the reader, as a banquet chiefly composed of luscious fruits and perfumed wines would pall on the appetite, and cause longings for a cool draught of water and the simple fare of childhood. The 'Birthday of the Infanta' is the best of the four stories in Mr. Wilde's volume; it has a less artificial air than the others, and the contrast between the stately Spanish children surrounded by their courtly retinue, and the dwarf who for the first time comes face to face with his own ugly misshapen image, and breaks his heart at the discovery, is both pathetic and dramatic.
 But after all, it is to the old ' nursery classics' that we return with renewed zest, and best among all collections of old-world lore is Grimm's Household Tales. It is a veritable storehouse of legend and fairy-tale, we find most of our friends there, Cinderella perhaps a little different from her English namesake, but, at least, not barbarously maltreated as by the late George Cruickshank, who turned her story into a temperance tract. It seems necessary to scientific minds to discover scientific reasons for everything that exists, even for fairy-tales, but it is enough for most people to realise that they are the heritage of children, who, as a rule, prefer the old ' wild tales' to the most elaborate preparation of modern invention.";A House of Pomegranates;1;Contemporary review (original);1894;4;14;The Spectator;United Kingdom;England;london;72;3433;508–509;;Google Books;https://www.google.es/books/edition/The_Spectator/VwM4AQAAMAAJ?hl=en&gbpv=1&dq=%22Thackeray%20and%20Kingsley%20both%20tried%20their%20hands%20at%20what%2C%20for%20the%20sake%20of%20a%20better%20and%20more%20comprehensive%20word%2C%20we%20call%20fairy-tales%22&pg=PA508&printsec=frontcover;2022-03-02;2025-01-21;
14;"Very pretty are the fables that Mr. Oscar Wilde has here strung together, tender and graceful, and not without a touch of humor, as in Mother Duck who 'kept saying to herlittle ones, 'You will never be in society unless you can stand on your heads,' and every now and then she showed them how it was done. But the little ducks paid no attention. They were so young that they did not know what an advantage it is to be in society.""";The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;8;25;The Boston Evening Transcript;United States of America;Northeast;;;17760;9;;Newspapers Archive;https://www.newspapers.com/article/boston-evening-transcript/197778885/;2025-01-20;2025-01-20;
129;The Happy Prince and other tales, by Oscar Wilde, is a reproduction of this well-remembered person's fairy tales, in which there is really origiinality [sic] of imagination and cleverness in composition. The book is a thin one, the tales not being many in number. It is handsomely illustrated by Walter Crane and is beautifully printed.;The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;9;15;The Hartford Courant;United States of America;Northeast;;LIL;221;2;;Newspapers by Ancestry;https://www.newspapers.com/article/hartford-courant/197781039/;2026-05-18;2026-05-18;
151;Mr Oscar Wilde's joke does not greatly amuse one. This little book has not the picturesque quality of 'The Picture of Dorian Gray,' which at times was, perhaps, garish. Nor is the humour of the dry and keen sort which flashes like rapiers—property rapiers, perhaps in the essays such as 'The Art of Lying.' There is plenty of humour, indeed, in 'The Canterville Ghost,' and how the American leasees of a baronial mansion dispossessed the ghost of Sir Simon de Canterville, who had murdered his wife in the 13th century, harassing him into giving up the ghost actually by rubbing out th eblood stains from the floor with Pinkerton's Champion Stain Remover, and offering him Rising Sun Lubricator to ease his chains from clanking, and so on. However, Mr Wilde's humour is of the exotic kind, and it is a long time ago since it ceased to be natural. Clever he must always be, but such a book as 'Lord Arthur Savile's Crime'will neither lay hold on the imagination or ticle any but the most passing sense of humour.;Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1892;1;14;The Irish Daily Independent;Ireland;Eastern and Midland Region;dublin;I;22;6;;Newspapers by Ancestry;https://www.newspapers.com/article/irish-independent/199821087/;2026-05-21;2026-06-18;
127;The New York Mail and Express says in regard to 'The Happy Prince and Other Tales,' by Oscar Wilde: 'It was the fashion to laugh at Mr. Wilde when he was in this country, and no doubt that there was much that was laughable about him, but he was not the fool so many thought him, for he accomplished the object which brought him here—he made money. His verse was not free from the affectations of the period, but there were genuine touches in it, and one delightful lyric which his readers will recall. His forte, however, was prose, and just such prose as he gives us in this collection of fairy stories. There are five of them, 'The Happy Prince,' 'The Nightingale and the Rose', 'The Selfish Giant', 'The Devoted Friend', and 'The Remarkable Rocket.' They are prettily and brightly written, and ought to please the little lovers of folk-lore. The illustrations by Mr. Walter Crane and Mr. Jacomb Hood are charming.;The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;9;22;Columbus Enquirer-Sun;United States of America;South;;XXX;306;3;;Newspapers by Ancestry;https://www.newspapers.com/article/ledger-enquirer/197780122/;2026-05-18;2026-05-18;
21;"Mr. Oscar Wilde, after having given the public some remarkable fiction and criticism, has returned to his old love, the poetic fairy tale, and in “A House of Pomegranates” exhibits a literary skill far in advance of that which went to the making of “The Happy Prince,” good as that work unquestionably was. “The Young King, The Birthday of the Infanta, and other Beautiful Tales” is the sub-title which Mr. Wilde, with a pardonable touch of vanity, gives to his book, which has evidently taxed all the cunning of the printer; for both in the matter of arrangement of type and illustrations it is daringly original. The larger drawings, by Mr. Shannon, depicting the subjects of each of the four tales, are as delicately fantastic as the tales themselves, and seem on a second study to grow in the imagination just as the tales themselves do. Of these the best in our opinion is the one which bears the title of “The Fisherman and his Soul,” though it is somewhat difficult to decide between this and “The Birthday of the Infanta,” which is highly poetic in its treatment, and does not appeal to the fantasy so much as the former tale. The plot of it is so slender that it would be unfair to reveal even its main outlines, but not the least pathetic portion is concerned with with a little dwarf who dances before  a princess on her birthday, and excites her to laughter, whereupon he, who has never seen his own face, imagines that the princess is in love with him.

Among other pretty things, his creator says of him [...]. Here is prose-poetry deftly written, and an art that knows how to conceal art. Sometimes, however, the straining after effect is obvious, as in the following description of the mermaid, who is the central figure in the delightful story of ‘The Fisherman and His Soul,' ... These caprices are but occasional, and they are not unpleasing to the adult reader who is not so foolish as to despise fairy tales, or to avoid the reading of good English prose when he can get it. Among the gift-books of the present season, 'The [sic] House of Pomegranates' deserves a high rank.";A House of Pomegranates;1;Contemporary review (original);1891;12;26;The Liverpool Daily Post;United Kingdom;England;liverpool;;11391;7;;Newspapers Archive;https://www.newspapers.com/article/liverpool-daily-post/197835960/;2025-03-18;2025-03-18;
28;Four tales in antique and with curious embellishments. Indeed, everything is pleasing about the volume except the plates, which are dim and unfinished-looking.;A House of Pomegranates;1;Contemporary review (original);1891;12;23;The Liverpool Mercury;United Kingdom;England;liverpool;;13717;7;;Newspapers by Ancestry;https://www.newspapers.com/article/liverpool-mercury-etc/197996158/;2019-10-19;2019-10-19;
125;Oscar Wilde has done some capital work in the 'Happy Prince and Other Tales'—a collection of five fairy stories, all told in simple style, but full of pathos and breathing the spirit of charity and good will. 'The Happy Prince', which gives the title to the book, is an admirable tale of the way a swallow and a statue helped to feed the hungry and clothe the destitute in a great city. The volume is artisically illustrated by Walter Crane and Jacob Hood.;The Happy Prince and Other Tales;1;Contemporary review (original);1888;9;6;The Sunday Chronicle;United States of America;West;san francisco, california;XLVIII;63;7;;Newspapers by Ancestry;https://www.newspapers.com/article/san-francisco-chronicle/197778789/;2026-05-18;2026-05-18;
123;Oscar Wilde's little book 'Happy Prince and Other Tales,' is a very attractive piece of book-making. 'The Remarkable Rocket,' a delicate satire, is especially charming and is cleverly carried to a finish.;The Happy Prince and Other Tales;1;Contemporary review (original);1888;10;28;St. Louis Post-Dispatch;United States of America;Midwest;st. louis;39;106;22;;Newspapers by Ancestry;https://www.newspapers.com/article/st-louis-post-dispatch-review-the-happy/197778211/;2026-05-18;2026-05-18;
131;The Happy Prince and Other Tales' is the title of a little volume by Oscar Wilde. The illustrations are by Walter Crane and Jacomb Hood. The contents include The Happy Prince, The Nightingale and the Rose, The Selfish Giant, The devoted [sic] Friend, and The Remarkable Rocket. The tales are apparently written for a purpose, and are more like elaborate fables than fairy stories in the ordinary meaning.;The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;11;25;The Sunday Tribune;United States of America;Midwest;minneapolis, minnesota;XXII;199;18;;Newspapers by Ancestry;https://www.newspapers.com/article/star-tribune/197781692/;2026-05-18;2026-05-18;
145;"We unblushingly confess that we were strongly prejudiced against this sumptuously-printed book by four full-page illustrations, for which, we believe, Mr. Ch. Shannon is responsible. If a tolerably thick tissue paper be placed over an ordinary woodcut the general effect of them will be fairly realised ; but when, by painful investigation, we get some glimmering of what the blurred and indistinct things aim at we search in vain for a single line or form that is beautiful, and for any meaning that is not idiotic. More preposterously perverse stuff was never printed and miscalled 'design' and 'decoration.' Some smaller illustrations, which we take to be by C. Ricketts (we sincerely trust we are not attributing these productions wrongly to the two coworkers), though not always quite right ore beautiful, always command our respect, and generally our admiration. They are somewhat too reminiscent of Dante Gabriel Rossetti, but they are most careful and painstaking, and the artist has always had a beautiful ideal in his mind. From the full-page rubbish no good can by any possibility come : from the artist who designed these small woodcuts very great things may reasonably be hoped. Over and over again we took up the book, but only to put it down again as those 'designs' sickened us. But we have mustered courage at last to try the text, and we find the stories really beautiful. But for whom are they written ? They take the guise of fairy stories—they deal with an impossible world, where dead thorns blossom, and men cut away their souls and live with mermaiden in the deep blue sea, and souls go wandering by themselves picking up wonderful lore, and all the laws of gravity and time and space and matter are nought—a world on which grown people sometimes cast a backward glance, half-pitying, half-envying their childhood selves which could believe all the fairness real. But the meanings infused into these fairy stories go deep, and touch matters of most grave and serious import. 'The Young King,' for instance, touches the problems of labour, the tyranny of wealth, of ague, and fever, and plague, and such grimly earnest and real things. We admire most the very pathetic story of the Infanta's Birthday—sad in its ending, but in workmanship daintily and delicately fine. All through the book shows real literary craftmanship of a high order.";A House of Pomegranates;1;Contemporary review (original);1891;12;24;The Birmingham Daily Post;United Kingdom;England;;;10454;7;;Newspapers by Ancestry;https://www.newspapers.com/article/the-birmingham-post/197995843/;2026-05-21;2026-06-18;
137;Oscar Wilde's first new book is to be a collection of short fairy tales for the holidays. It will be entitled 'The [sic] House of Pomegranates,' and is to be lavishly illustrated and brought out between gorgeous covers.;A House of Pomegranates;1;Contemporary review (original);1891;10;3;The Boston Globe;United States of America;Northeast;;XLI;95;4;;Newspapers by Ancestry;https://www.newspapers.com/article/the-boston-globe/197835490/;2026-05-19;2026-05-19;
126;Oscar Wilde has written some clever and readable fairy stories which are published under the title of 'The Happy Prince and other Tales' (Roberts, $1.00). The tales are, apparently, written with a purpose, and are more like elaborate fables than fiary stories in the ordinary meaning. The illustrations are by Walter Crane and Jacomb Hood.;The Happy Prince and Other Tales;1;Contemporary review (original);1888;10;7;The Courier-Journal;United States of America;South;louisville, kentucky;LXXIII;7221;18;;Newspapers by Ancestry;https://www.newspapers.com/article/the-courier-journal/197779871/;2026-05-18;2026-05-18;
149;"Mr. Oscar Wylde [sic], though no longer the professed exponent of the principles of æstheticism, still keeps himself well before the public. Mr. Wylde has just published a short story [sic] entitled ""Lord Arthur Savile's Crime."" Of this book the critics say the writer takes neither himself, nor his tale, nor his readers seriously. ""Lord Arthur Savile"" is a ""Bab Ballad"" in prose. Two or three other stories are bound up in the same cover and none are above the average. While ""'prentice hans"" are advised to try short stories in the way of beginning, it is small encouragement to learn that not one short story in a hundred makes a mark. I met Mr. Oscar Wylde and his wife at a matinée last week—he still adipose and clean shaven, with an unctuous smile; she still pretty, and evidently appreciative of the distinction her husband's fame bestows upon her.";Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (reprint);1891;9;16;The Express and Telegraph;Australia;South Australia;Adelaide;XXVIII;8340;3;;Newspapers by Ancestry;https://www.newspapers.com/article/the-express/199820814/;2026-05-21;2026-06-18;
62;"The straiter sect of Oscarians may perhaps shake their heads over Mr. Oscar Wilde's book, [of] reprint, *Lord Arthur Savile's Crime, and Other Stories* (London: Osgood, McIlvaine, and Co ...). Except in the description of Lord Arthur's bathroom and bath, the usual wildings of the author's fancy are for the most part absent; there are few derangements of epitaphs, and the whole, even when it is paradoxical, is paradoxical in a simple and straightforward kind of way. The topsy-turvifying in the first story, if insisted on a little too long---the great danger in all these things,---is not unfunny. Lord Arthur Savile, a young man of great beauty (and of more personal goodness than sometimes appertains to Mr, Wilde's young men of great beauty), is engaged (also a good sign) to a girl of marvellous loveliness, Suddenly he is told by a cheiromancer that he will commit a murder. Lord Arthur's high-souled chivalry concludes that it would be base to marry with this doom banging over him, and that the only thing to do is to put the marriage off and get the murder over. 'The unexpected difficulties which arise and the final success may be leftto the reader. The thing, of course, is not original: De Quincey, Champfleury, Mr. Stevenson, and others may claiin royalty on it; but it is fairly done. The other chief story, 'The Canterville Ghost', is a rather quaint combination of a burlesque and a bluette---of Mark Twain and Musaeus, The poor ghost passes into the possession of an American family, and finds all his wonted terrors frustrated by their unfeeling modernity. Yet he is 'laid' at last in the most authentic and romantic manner by Virginia, the daughter of the house. The other two stories, 'A Sphinx Without a Secret' and 'The Model Millionaire', are much slighter, but by no means bad of their kind, As an example of what Mr. Wilde's writing is like when mask and domino are off, the book is interesting.";Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;7;28;The Manchester Guardian;United Kingdom;England;manchester;;14027;10;;Newspapers by Ancestry;https://www.newspapers.com/article/the-guardian/197994559/;2021-10-18;2021-10-18;
93;"This is a child's book of charming stories, aptly illustrated by Walter Crane and Jocomb [sic] Hood. There are five stories; ""The Happy Prince,"" ""The Nightingale and the Rose,"" ""The Selfish Giant,"" ""The Deserted [sic] Friend,""and ""The Remarkable Rocket."" The stories are all thoughtful stories, teaching good lessons, and worthy of the best words of praise for their literary excellence.";The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;9;15;The Daily Inter-Ocean;United States of America;;;VII;174;10;;British Newspapers Archive, Newspapers by Ancestry;https://www.newspapers.com/article/the-inter-ocean/197778556/;2026-02-19;2026-02-19;
27;"Oscar Wilde has not lost a bit of the style which recently brought him so prominently before the public. In his book, ""The Happy Prince and Other Tales,"" the reader will still discover the harmelss ideals of the knight of the sunflower. Dodd, Mead & Co., publishers. For sale in this city by Judd the bookseller";The Happy Prince and Other Tales;1;Contemporary review (original);1888;12;21;The Morning Journal-Courier;United States of America;;;LVI;302;1;;Newspapers Archive;https://www.newspapers.com/article/the-morning-journal-courier/197780840/;2025-03-24;2025-03-24;
132;Mr. Oscar Wilde has had so much abuse for certain calculated eccentricities in which he indulged during a tour of the United States that it is pleasant to find him on the title page of a book which can be praised without reserve. 'The Remarkable Rocket', 'The Devoted Friend,''The Selfish Giant', and 'The Nightingale and the Rose' are very dainty little fairy stories which will charm the young, yet afford zest to other persons by reason of the satirical, though not unkindly, flavor in them. 'The Happy Prince' has an element of pathos, such as we find in Hans Christian Andersen's unrivaled [sic] tales for children. The woodcuts are pleasant fancies, though somewhat used in the print, to employ a term that is often inexact when applied to pictures in modern books.;The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;12;24;The New York Times;United States of America;Northeast;new york, new york;XXXVIII;11644;3;;Newspapers by Ancestry;https://www.newspapers.com/article/the-new-york-times/197782229/;2026-05-18;2026-05-18;
136;Oscar Wilde, in constructing his 'House of Pomegranates,' uses as materials 'The Young King,' 'The Birthday of the Infanta,' 'The Fisherman and His Soul,' and 'The Star Child.' The first story relates to the young Italian Prince who, lapped in luxury, and with an intense love of the beautiful, sees at last how much sowrrow and misery are [sic] in this world. Steepted in pleasures, he at once renounces and, clad in a goatskin, wanders through the country. 'He is a dreamer of dreams,' cry his astonished people while mocking him. But his soul is chastened, and one day in a chapel, from a stained glass window, the light takes the shape of an angelic figure that crowns him, and then indeed is he King. The most charming of the stories is 'The Birthday of the Infanta.' Mr. Wilde is in sympathy with the sombre magnificence of old Spain. It is the Infanta's natal day, and before her dances the ugliest of dwarfs. He is not conscious how horrible is his guise. She laughs at his hideousness as would any child. She gives him a fower and he loses his heart. He wanders through the palace and sees for the first time his reflection in a mirror. He knows he is a misshapen and hunchbacked monster. 'Then he crawled, like some wounded thing, into the shadow, and lay there moaning.' The Infanta would have him dance again, and the Chamberlain smites him with his glove. The dwarf is motionless. 'Mi bella Princesa, your funny little dwarf will never dance again.' 'But why will he not dance again? ' asked the Infanta, laughing. 'Because his heart is broken,' answered the Chamberlain. 'For the future let those who come to play with me have no hearts,' she cried, and she ran into the garden. The make-up of the book is exceptionally good.;A House of Pomegranates;1;Contemporary review (original);1892;5;23;The New York Times;United States of America;Northeast;new york, new york;XLI;12712;3;;Newspapers by Ancestry;https://www.newspapers.com/article/the-new-york-times/197835447/;2026-05-19;2026-05-19;
